,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12
0,0.8449612403100772,0.7999999999999998,0.8630136986301369,0.8787878787878789,0.9173553719008263,0.8742138364779874,0.95,0.2375,0.8181818181818179,0.0,1.0,0.0
1,0.612403100775194,0.79,0.8835616438356166,0.9757575757575756,0.8553719008264462,0.5471698113207544,0.7,0.0,0.7181818181818183,1.0,0.0,0.0
2,0.635658914728682,0.0,0.31506849315068486,0.1272727272727272,0.578512396694215,0.0691823899371069,0.5,0.125,0.0,1.0,1.0,1.0
3,0.8449612403100772,0.6499999999999999,0.7465753424657535,0.6484848484848484,0.8553719008264462,0.7798742138364778,1.0,0.125,0.6727272727272728,1.0,1.0,1.0
4,0.9612403100775193,0.79,0.8150684931506849,0.8484848484848486,0.8471074380165289,0.8050314465408803,0.925,0.2325,0.627272727272727,1.0,1.0,0.0
5,0.3798449612403103,0.3999999999999999,0.5205479452054793,0.666666666666667,0.7933884297520661,0.6603773584905661,0.8775,0.218125,0.5454545454545454,0.0,1.0,1.0
6,0.7674418604651163,0.6000000000000001,0.7945205479452055,0.7575757575757578,0.6280991735537191,0.6855345911949686,0.925,0.25,0.6363636363636362,0.0,1.0,1.0
7,0.9612403100775193,0.9100000000000001,0.9452054794520546,0.8484848484848486,0.909090909090909,0.6163522012578615,0.5825,0.208125,0.8909090909090907,0.0,1.0,0.0
8,0.6511627906976742,0.6800000000000002,0.8082191780821919,0.5272727272727273,0.8471074380165289,0.7672955974842766,1.0,0.25,0.6636363636363636,1.0,1.0,0.0
9,0.4883720930232558,0.8999999999999999,0.7191780821917808,0.8484848484848486,0.8181818181818181,0.8176100628930816,0.5,0.0,0.5454545454545454,0.0,1.0,0.0
10,0.9844961240310077,0.9199999999999999,0.9383561643835616,0.9393939393939394,0.9834710743801653,0.9685534591194971,0.975,0.24625,0.9545454545454546,0.0,0.0,1.0
11,1.0,1.0,0.7739726027397258,0.9757575757575756,0.9462809917355373,0.9182389937106921,1.0,0.25,0.9272727272727272,0.0,1.0,1.0
12,0.22480620155038755,0.20000000000000018,0.7260273972602742,0.8787878787878789,0.9586776859504131,1.0,0.875,0.25,0.7363636363636363,0.0,1.0,1.0
13,0.6744186046511627,0.71,0.7876712328767121,0.509090909090909,0.8471074380165289,0.8427672955974841,0.97,0.228125,0.6818181818181817,0.0,0.0,1.0
14,0.7906976744186047,0.6200000000000001,0.6986301369863015,0.7030303030303027,0.8636363636363635,0.8113207547169812,0.95,0.2375,0.7818181818181817,1.0,1.0,0.0
15,0.8139534883720927,0.8999999999999999,0.8835616438356166,0.8848484848484848,0.6487603305785123,0.9371069182389937,0.75,0.0,0.7999999999999998,1.0,1.0,0.0
16,0.5193798449612403,0.7999999999999998,0.9178082191780823,1.0,0.9049586776859504,0.4779874213836477,0.6675,0.125,0.790909090909091,1.0,1.0,0.0
17,0.7829457364341086,0.14000000000000012,0.0,0.2666666666666666,0.5991735537190082,0.4779874213836477,0.8225,1.0,0.23636363636363633,0.0,0.0,0.0
18,0.6511627906976742,0.43000000000000016,0.8835616438356166,0.8242424242424242,0.8181818181818181,0.4150943396226414,0.5,0.0,0.6909090909090909,1.0,1.0,0.0
19,0.8837209302325584,0.7999999999999998,0.8287671232876712,0.6484848484848484,0.5082644628099173,0.6729559748427674,0.66,0.0,0.44545454545454577,0.0,1.0,1.0
20,0.7751937984496124,0.8300000000000001,0.9726027397260273,0.709090909090909,0.6322314049586777,0.8364779874213837,0.97,0.25,0.7454545454545456,1.0,1.0,0.0
21,0.8527131782945738,0.7599999999999998,0.6643835616438354,0.6969696969696968,0.8016528925619835,0.7044025157232703,0.8925,0.224375,0.627272727272727,0.0,1.0,1.0
22,0.0,0.5,0.5616438356164384,0.7272727272727271,0.7396694214876034,0.4968553459119498,0.6425,0.083125,0.5454545454545454,0.0,0.0,0.0
23,0.6279069767441863,0.6000000000000001,0.7945205479452055,0.8666666666666667,0.8553719008264462,0.7484276729559749,0.9,0.125,0.5636363636363635,1.0,1.0,1.0
24,0.6976744186046511,0.4700000000000002,0.5890410958904111,0.0,0.0,0.056603773584905426,0.7425,0.10875,0.13636363636363624,1.0,1.0,0.0
25,0.8372093023255816,0.6299999999999999,0.952054794520548,0.5939393939393938,0.8016528925619835,0.8930817610062896,0.9375,0.25,0.7363636363636363,1.0,0.0,1.0
26,0.6666666666666665,0.75,0.897260273972603,0.8727272727272726,0.7355371900826446,0.0,0.5,0.133125,0.6727272727272728,1.0,1.0,0.0
27,0.7596899224806202,0.2999999999999998,1.0,0.7454545454545456,0.5330578512396695,0.2955974842767295,0.81,0.16125,0.6454545454545455,1.0,1.0,0.0
28,0.5968992248062017,0.5499999999999998,0.6849315068493151,0.709090909090909,0.7933884297520661,0.28301886792452824,0.25,0.125,0.6363636363636362,1.0,0.0,0.0
29,0.6511627906976742,0.33000000000000007,0.897260273972603,0.7757575757575759,0.9049586776859504,0.4150943396226414,0.645,0.135625,0.6727272727272728,1.0,1.0,0.0
30,0.5348837209302326,0.3999999999999999,0.5890410958904111,0.6363636363636362,0.7933884297520661,0.6855345911949686,0.875,0.225,0.5454545454545454,1.0,1.0,1.0
31,0.8449612403100772,0.7000000000000002,0.8219178082191783,0.7575757575757578,0.8264462809917357,0.7358490566037736,0.9,0.21875,0.4545454545454546,0.0,1.0,0.0
32,0.8914728682170541,0.8500000000000001,1.0,0.9272727272727272,0.8636363636363635,0.89937106918239,0.9,0.25,0.8545454545454545,1.0,1.0,0.0
33,0.8914728682170541,0.6800000000000002,1.0,0.9515151515151516,0.8966942148760331,0.591194968553459,0.5,0.125,0.8636363636363638,1.0,1.0,1.0
34,0.7209302325581395,0.7999999999999998,1.0,0.8727272727272726,0.9586776859504131,0.6289308176100628,0.625,0.109375,0.8545454545454545,1.0,1.0,1.0
35,0.2790697674418605,0.6299999999999999,0.8493150684931505,0.9090909090909092,0.8223140495867769,0.28930817610062887,0.4775,0.073125,0.6454545454545455,0.0,0.0,0.0
36,0.5348837209302326,0.5,0.5,0.624242424242424,0.6900826446280992,0.13836477987421358,0.0,0.0,0.418181818181818,1.0,1.0,1.0
37,0.5348837209302326,0.6000000000000001,0.897260273972603,0.7454545454545456,0.8636363636363635,0.5597484276729556,0.6675,0.0,0.09090909090909083,0.0,0.0,1.0
38,0.9534883720930232,0.7599999999999998,1.0,0.8787878787878789,0.9338842975206612,0.9371069182389937,0.96,0.24,0.8999999999999999,0.0,0.0,0.0
39,0.7596899224806202,0.6299999999999999,0.9178082191780823,0.9090909090909092,0.8966942148760331,0.4779874213836477,0.9175,0.1875,0.7818181818181817,1.0,0.0,0.0
40,0.6666666666666665,0.5800000000000001,0.9657534246575343,0.5212121212121212,0.8553719008264462,0.32704402515723263,0.45,0.15625,0.5636363636363635,1.0,1.0,0.0
41,0.7054263565891472,0.8999999999999999,0.8561643835616439,0.8363636363636364,0.6322314049586777,0.4779874213836477,0.75,0.125,0.6999999999999997,1.0,0.0,0.0
42,0.7596899224806202,0.8799999999999999,0.9726027397260273,0.8484848484848486,0.8966942148760331,0.9685534591194971,0.5825,0.0,0.8181818181818179,1.0,0.0,1.0
43,0.7596899224806202,0.75,0.8561643835616439,0.7999999999999998,0.8471074380165289,0.6163522012578615,0.3325,0.15625,0.7636363636363637,0.0,0.0,0.0
44,0.7751937984496124,0.7000000000000002,0.9315068493150682,0.7878787878787876,0.834710743801653,0.232704402515723,0.5825,0.083125,0.6545454545454548,1.0,1.0,0.0
45,0.9147286821705429,0.5699999999999998,0.8835616438356166,0.8848484848484848,1.0,0.9245283018867925,0.47,0.21875,0.8272727272727272,0.0,1.0,0.0
46,0.7751937984496124,0.7799999999999998,0.9452054794520546,0.7575757575757578,0.6115702479338843,0.6981132075471699,0.625,0.083125,0.6909090909090909,1.0,1.0,0.0
47,0.8604651162790695,0.6000000000000001,0.8287671232876712,0.7272727272727271,0.7809917355371903,0.6352201257861636,0.85,0.2125,0.6363636363636362,0.0,0.0,1.0
48,0.6899224806201549,0.8500000000000001,0.8424657534246576,0.9272727272727272,0.921487603305785,0.4402515723270439,0.8125,0.125,0.790909090909091,1.0,1.0,1.0
49,0.7674418604651163,0.6000000000000001,0.38356164383561664,0.5757575757575757,0.9173553719008263,0.7484276729559749,0.95,0.0,0.5454545454545454,0.0,0.0,0.0
50,0.8449612403100772,0.52,0.8698630136986303,0.8484848484848486,0.921487603305785,0.8742138364779874,0.375,0.25,0.790909090909091,0.0,1.0,0.0
51,0.829457364341085,0.5299999999999998,0.3904109589041096,0.8727272727272726,0.8471074380165289,0.8364779874213837,0.59,0.25,0.6727272727272728,0.0,1.0,0.0
52,0.9457364341085275,0.9500000000000002,0.8698630136986303,0.9272727272727272,0.8223140495867769,0.591194968553459,0.5625,0.25,0.7727272727272729,1.0,1.0,1.0
53,0.9302325581395352,0.8599999999999999,0.8561643835616439,0.7757575757575759,0.7107438016528924,0.8805031446540879,1.0,0.25,0.8181818181818179,0.0,1.0,1.0
54,0.4651162790697674,0.5800000000000001,0.8013698630136985,0.6484848484848484,0.8223140495867769,0.7672955974842766,0.625,0.0,0.6181818181818182,0.0,1.0,1.0
55,0.9302325581395352,0.8199999999999998,0.7123287671232879,0.8727272727272726,0.8925619834710745,0.5786163522012577,0.45,0.1125,0.8090909090909091,0.0,0.0,1.0
56,0.6899224806201549,0.8700000000000001,0.7808219178082192,1.0,0.8760330578512396,0.8742138364779874,0.8225,0.0625,0.7999999999999998,1.0,1.0,0.0
57,0.7751937984496124,0.7799999999999998,0.8835616438356166,0.7454545454545456,0.7066115702479339,0.8742138364779874,0.0,0.125,0.7545454545454544,1.0,1.0,0.0
58,1.0,0.7799999999999998,0.8698630136986303,0.9636363636363634,0.9504132231404958,0.9559748427672958,1.0,0.25,0.9090909090909092,0.0,1.0,0.0
59,0.8449612403100772,0.5800000000000001,0.8150684931506849,0.915151515151515,0.7603305785123966,0.9182389937106921,0.55,0.25,0.7454545454545456,0.0,0.0,0.0
60,0.8759689922480618,0.6800000000000002,0.34246575342465757,0.684848484848485,0.5950413223140496,0.8679245283018866,0.445,0.0,0.5454545454545454,0.0,0.0,1.0
61,0.7131782945736433,1.0,0.8287671232876712,0.8848484848484848,0.8553719008264462,0.9559748427672958,0.5725,0.25,0.8272727272727272,1.0,1.0,1.0
62,0.806201550387597,0.43000000000000016,0.6986301369863015,0.6606060606060606,0.8471074380165289,0.6289308176100628,1.0,0.25,1.0,0.0,1.0,0.0
63,0.829457364341085,0.69,0.8082191780821919,0.8848484848484848,0.8925619834710745,0.7232704402515724,0.5,0.25,0.7636363636363637,0.0,1.0,0.0
64,0.0,0.3500000000000001,0.4383561643835616,0.8606060606060608,0.8719008264462809,0.35849056603773577,0.4175,0.083125,0.581818181818182,1.0,1.0,1.0
65,0.612403100775194,0.6000000000000001,0.6849315068493151,0.7454545454545456,0.8677685950413223,0.8113207547169812,0.875,0.22,0.8181818181818179,1.0,0.0,0.0
66,0.751937984496124,0.5699999999999998,0.7260273972602742,0.7757575757575759,0.8553719008264462,0.8050314465408803,0.895,0.225,0.7727272727272729,1.0,0.0,1.0
67,0.6899224806201549,0.6800000000000002,0.7534246575342465,0.7696969696969695,0.8719008264462809,0.7987421383647799,0.875,0.224375,0.7545454545454544,1.0,0.0,0.0
68,0.6899224806201549,0.6699999999999999,0.7945205479452055,0.812121212121212,0.8966942148760331,0.8113207547169812,0.92,0.228125,0.7636363636363637,0.0,1.0,0.0
69,0.6821705426356588,0.5699999999999998,0.7260273972602742,0.7757575757575759,0.834710743801653,0.7232704402515724,0.89,0.22375,0.7272727272727275,1.0,1.0,0.0
70,0.7674418604651163,0.6800000000000002,0.8219178082191783,0.8727272727272726,0.8760330578512396,0.8364779874213837,0.9125,0.23,0.8090909090909091,1.0,1.0,1.0
71,0.751937984496124,0.79,0.8287671232876712,0.7999999999999998,0.8966942148760331,0.8616352201257862,0.9325,0.23125,0.7999999999999998,1.0,0.0,0.0
72,0.8139534883720927,0.7400000000000002,0.8356164383561642,0.8242424242424242,0.8884297520661157,0.8490566037735849,0.9325,0.235,0.7999999999999998,0.0,1.0,0.0
73,0.558139534883721,0.56,0.7602739726027399,0.7575757575757578,0.8471074380165289,0.7987421383647799,0.9225,0.23625,0.7999999999999998,0.0,1.0,1.0
74,0.829457364341085,0.75,0.7945205479452055,0.8727272727272726,0.8966942148760331,0.8050314465408803,0.925,0.23,0.7181818181818183,0.0,0.0,1.0
75,0.8449612403100772,0.7799999999999998,0.8630136986301369,0.8484848484848486,0.9132231404958677,0.8742138364779874,0.9375,0.23125,0.7727272727272729,0.0,0.0,0.0
76,0.5968992248062017,0.6000000000000001,0.6917808219178081,0.7515151515151515,0.8553719008264462,0.7987421383647799,0.9,0.22625,0.6999999999999997,1.0,0.0,1.0
77,0.7674418604651163,0.73,0.8219178082191783,0.8181818181818183,0.8677685950413223,0.8113207547169812,0.9125,0.229375,0.7181818181818183,0.0,0.0,0.0
78,0.829457364341085,0.75,0.8356164383561642,0.8363636363636364,0.8760330578512396,0.8364779874213837,0.9375,0.233125,0.7727272727272729,1.0,0.0,1.0
79,0.829457364341085,0.79,0.8287671232876712,0.8303030303030305,0.9008264462809916,0.8490566037735849,0.9375,0.2325,0.7727272727272729,1.0,1.0,1.0
80,0.7596899224806202,0.75,0.7945205479452055,0.8363636363636364,0.9008264462809916,0.8679245283018866,0.9375,0.2325,0.7454545454545456,0.0,0.0,1.0
81,0.8449612403100772,0.75,0.7602739726027399,0.8181818181818183,0.8553719008264462,0.8364779874213837,0.925,0.2325,0.7272727272727275,1.0,0.0,0.0
82,0.7674418604651163,0.6800000000000002,0.8287671232876712,0.8666666666666667,0.8966942148760331,0.8616352201257862,0.9475,0.2375,0.8090909090909091,1.0,1.0,1.0
83,0.829457364341085,0.6499999999999999,0.7808219178082192,0.8181818181818183,0.8925619834710745,0.8553459119496853,0.9375,0.234375,0.7999999999999998,1.0,1.0,0.0
84,0.8372093023255816,0.7999999999999998,0.8287671232876712,0.8363636363636364,0.9008264462809916,0.8679245283018866,0.9375,0.234375,0.7545454545454544,1.0,1.0,1.0
85,0.829457364341085,0.7999999999999998,0.8287671232876712,0.8181818181818183,0.8966942148760331,0.8679245283018866,0.9375,0.235625,0.7818181818181817,1.0,1.0,1.0
86,0.612403100775194,0.6499999999999999,0.7945205479452055,0.8060606060606061,0.8553719008264462,0.8616352201257862,0.9475,0.235625,0.7727272727272729,1.0,0.0,0.0
87,0.829457364341085,0.7999999999999998,0.897260273972603,0.8181818181818183,0.8677685950413223,0.8427672955974841,0.9375,0.235625,0.7999999999999998,1.0,1.0,1.0
88,0.8449612403100772,0.7799999999999998,0.8287671232876712,0.8666666666666667,0.9173553719008263,0.8867924528301887,0.945,0.235,0.790909090909091,1.0,1.0,1.0
89,0.612403100775194,0.4500000000000002,0.5205479452054793,0.7212121212121212,0.8719008264462809,0.7987421383647799,0.9075,0.226875,0.5454545454545454,0.0,1.0,1.0
90,0.8372093023255816,0.75,0.8630136986301369,0.8484848484848486,0.909090909090909,0.8490566037735849,0.925,0.228125,0.6818181818181817,1.0,0.0,0.0
91,0.8372093023255816,0.7000000000000002,0.8287671232876712,0.6969696969696968,0.8553719008264462,0.8113207547169812,0.9125,0.228125,0.6000000000000001,1.0,1.0,1.0
92,0.49612403100775193,0.5,0.7602739726027399,0.666666666666667,0.7933884297520661,0.7484276729559749,0.89,0.21875,0.5636363636363635,1.0,0.0,0.0
93,0.45736434108527124,0.4500000000000002,0.6575342465753424,0.7151515151515149,0.7892561983471076,0.7169811320754715,0.9,0.22375,0.5454545454545454,1.0,0.0,0.0
94,0.7674418604651163,0.75,0.7260273972602742,0.7878787878787876,0.8966942148760331,0.7798742138364778,0.9225,0.228125,0.7090909090909094,0.0,1.0,1.0
95,0.806201550387597,0.7799999999999998,0.8082191780821919,0.7575757575757578,0.8553719008264462,0.7672955974842766,0.9125,0.229375,0.6454545454545455,1.0,0.0,0.0
96,0.7674418604651163,0.7999999999999998,0.8287671232876712,0.8181818181818183,0.8553719008264462,0.8113207547169812,0.9375,0.228125,0.7727272727272729,0.0,1.0,0.0
97,0.7674418604651163,0.75,0.7808219178082192,0.8484848484848486,0.8760330578512396,0.7987421383647799,0.9125,0.23125,0.6999999999999997,1.0,1.0,1.0
98,0.829457364341085,0.75,0.8630136986301369,0.8484848484848486,0.9132231404958677,0.8742138364779874,0.9375,0.23625,0.7545454545454544,1.0,0.0,0.0
99,0.806201550387597,0.73,0.7945205479452055,0.8242424242424242,0.834710743801653,0.7798742138364778,0.925,0.234375,0.7272727272727275,1.0,0.0,0.0
100,0.806201550387597,0.7000000000000002,0.7602739726027399,0.7575757575757578,0.8760330578512396,0.7798742138364778,0.925,0.23,0.6818181818181817,1.0,0.0,0.0
101,0.8372093023255816,0.75,0.7945205479452055,0.7878787878787876,0.8719008264462809,0.8301886792452828,0.9375,0.229375,0.7272727272727275,0.0,0.0,0.0
102,0.806201550387597,0.7999999999999998,0.7945205479452055,0.9090909090909092,0.8966942148760331,0.8113207547169812,0.9,0.228125,0.7181818181818183,1.0,0.0,1.0
103,0.806201550387597,0.6000000000000001,0.7465753424657535,0.8060606060606061,0.8884297520661157,0.8113207547169812,0.9325,0.234375,0.7090909090909094,1.0,0.0,0.0
104,0.7596899224806202,0.73,0.7945205479452055,0.7878787878787876,0.8760330578512396,0.8427672955974841,0.925,0.233125,0.7272727272727275,1.0,1.0,1.0
105,0.7674418604651163,0.75,0.7260273972602742,0.7878787878787876,0.8760330578512396,0.7798742138364778,0.915,0.23,0.6999999999999997,1.0,0.0,0.0
